City Code,Province Code,Country Code,City Name,Province Name,Country Name
DRZAB,JOW,AF,Darzab,Jowzjan,Afghanistan
MEHED,HEL,AF,Markaz-e Hukumat-e Darweshan,Helmand,Afghanistan
CBURJ,HER,AF,Chahar Burj,Herat,Afghanistan
BSWUL,NAN,AF,Basawul,Nangarhar,Afghanistan
ASKHM,BDS,AF,Ashkasham,Badakhshan,Afghanistan
ADARA,FRA,AF,Anar Darah,Farah,Afghanistan
ALQHD,HEL,AF,`Alaqahdari Dishu,Helmand,Afghanistan
SHRAN,PKA,AF,Sharan,Paktika,Afghanistan
PIGOS,03,AG,Pigotts,Saint George,Antigua and Barbuda
PARHM,07,AG,Parham,Saint Peter,Antigua and Barbuda
FAMOT,06,AG,Falmouth,Saint Paul,Antigua and Barbuda
CONGT,10,AG,Codrington,Barbuda,Antigua and Barbuda
BOLNS,05,AG,Bolans,Saint Mary,Antigua and Barbuda
TPLEN,GJ,AL,Tepelene,Gjirokaster,Albania
POLIN,BR,AL,Polican,Berat,Albania
PESHK,DI,AL,Peshkopi,Diber,Albania
PERMT,GJ,AL,Permet,Gjirokaster,Albania
GRAMS,EL,AL,Gramsh,Elbasan,Albania
ERSEE,KO,AL,Erseke,Korce,Albania
CORDE,BR,AL,Corovode,Berat,Albania
BULIE,DI,AL,Bulqize,Diber,Albania
BISHT,KO,AL,Bilisht,Korce,Albania
LIAZQ,EL,AL,Librazhd-Qender,Elbasan,Albania
SHJAK,DR,AL,Shijak,Durres,Albania
SELIC,VL,AL,Selenice,Vlore,Albania
ROZNE,TR,AL,Rrogozhine,Tirane,Albania
RESHN,LE,AL,Rreshen,Lezhe,Albania
RSKVC,FR,AL,Roskovec,Fier,Albania
PKEUQ,SH,AL,Puke,Shkoder,Albania
PEQIN,EL,AL,Peqin,Elbasan,Albania
MURAS,LE,AL,Mamurras,Lezhe,Albania
KAMEZ,TR,AL,Kamez,Tirane,Albania
FSHEK,DR,AL,Fushe-Kruje,Durres,Albania
CERIK,EL,AL,Cerrik,Elbasan,Albania
BALSH,FR,AL,Ballsh,Fier,Albania
VDIJX,AR,AM,Vedi,Ararat,Armenia
HKTBR,AV,AM,Hoktember,Armavir,Armenia
METSO,AV,AM,Metsamor,Armavir,Armenia
LEUPW,MOX,AO,Leua,Moxico,Angola
ONDVA,CNN,AO,Ondjiva,Cunene,Angola
CHISB,BIE,AO,Chissamba,Bie,Angola
CONDA,HUI,AO,Caconda,Huila,Angola
VIAMG,E,AR,Villa Maria Grande,Entre Rios,Argentina
VHEAN,E,AR,Villa Hernandarias,Entre Rios,Argentina
VILAE,E,AR,Villa Elisa,Entre Rios,Argentina
VTCNM,N,AR,Veinticinco de Mayo,Misiones,Argentina
URDIA,E,AR,Urdinarrain,Entre Rios,Argentina
SANTP,N,AR,Santo Pipo,Misiones,Argentina
SANTR,W,AR,Santa Rosa,Corrientes,Argentina
SLCIA,W,AR,Santa Lucia,Corrientes,Argentina
SSALD,E,AR,San Salvador,Entre Rios,Argentina
SMIUL,W,AR,San Miguel,Corrientes,Argentina
SJFCN,E,AR,San Jose de Feliciano,Entre Rios,Argentina
SJOSE,N,AR,San Jose,Misiones,Argentina
SCNDT,B,AR,San Clemente del Tuyu,Buenos Aires,Argentina
RSODT,E,AR,Rosario del Tala,Entre Rios,Argentina
PERTV,H,AR,Puerto Vilelas,Chaco,Argentina
PUERT,H,AR,Puerto Tirol,Chaco,Argentina
PURTP,N,AR,Puerto Piray,Misiones,Argentina
PLIBE,N,AR,Puerto Libertad,Misiones,Argentina
PDNLP,H,AR,Presidencia de la Plaza,Chaco,Argentina
PERGA,W,AR,Perugorria,Corrientes,Argentina
PSOLP,W,AR,Paso de la Patria,Corrientes,Argentina
PNAMB,N,AR,Panambi,Misiones,Argentina
PAMDI,H,AR,Pampa del Indio,Chaco,Argentina
PSANT,P,AR,Palo Santo,Formosa,Argentina
NUSTA,W,AR,Nuestra Senora del Rosario de Caa Cati,Corrientes,Argentina
MORET,W,AR,Mocoreta,Corrientes,Argentina
MBURA,W,AR,Mburucuya,Corrientes,Argentina
MAGIB,H,AR,Margarita Belen,Chaco,Argentina
MALRO,S,AR,Malabrigo,Santa Fe,Argentina
MACIA,E,AR,Macia,Entre Rios,Argentina
LTCAS,S,AR,Las Toscas,Santa Fe,Argentina
LAROE,E,AR,Larroque,Entre Rios,Argentina
LLEON,H,AR,La Leonesa,Chaco,Argentina
LCRUZ,W,AR,La Cruz,Corrientes,Argentina
ITATI,W,AR,Itati,Corrientes,Argentina
IBRTA,P,AR,Ibarreta,Formosa,Argentina
GOENR,N,AR,Gobernador Roca,Misiones,Argentina
GARHP,N,AR,Garuhape,Misiones,Argentina
FEAIN,E,AR,Federacion,Entre Rios,Argentina
ECORD,P,AR,El Colorado,Formosa,Argentina
EALCR,N,AR,El Alcazar,Misiones,Argentina
DMAYO,N,AR,Dos de Mayo,Misiones,Argentina
CNILS,N,AR,Concepcion de la Sierra,Misiones,Argentina
CMANF,P,AR,Comandante Fontana,Formosa,Argentina
COIAW,N,AR,Colonia Wanda,Misiones,Argentina
CLOIA,N,AR,Colonia Aurora,Misiones,Argentina
CLRIA,P,AR,Clorinda,Formosa,Argentina
CAZUL,N,AR,Cerro Azul,Misiones,Argentina
CAOVI,N,AR,Capiovi,Misiones,Argentina
CNDEI,N,AR,Candelaria,Misiones,Argentina
CVIRA,N,AR,Campo Viera,Misiones,Argentina
CRAON,N,AR,Campo Ramon,Misiones,Argentina
CGRAD,N,AR,Campo Grande,Misiones,Argentina
BVRIL,E,AR,Bovril,Entre Rios,Argentina
BRNOI,N,AR,Bernardo de Irigoyen,Misiones,Argentina
ALVER,W,AR,Alvear,Corrientes,Argentina
APOSE,N,AR,Alba Posse,Misiones,Argentina
YTOQF,Y,AR,Yuto,Jujuy,Argentina
YANRT,Z,AR,Yacimiento Rio Turbio,Santa Cruz,Argentina
VOAGU,G,AR,Villa Ojo de Agua,Santiago del Estero,Argentina
VLAGR,Q,AR,Villa La Angostura,Neuquen,Argentina
VHURO,X,AR,Villa Huidobro,Cordoba,Argentina
VGENB,X,AR,Villa General Belgrano,Cordoba,Argentina
VILAS,X,AR,Villa de Soto,Cordoba,Argentina
VDTOR,X,AR,Villa del Totoral,Cordoba,Argentina
VCNAS,S,AR,Villa Canas,Santa Fe,Argentina
VILAB,H,AR,Villa Berthet,Chaco,Argentina
VIUNM,X,AR,Vicuna Mackenna,Cordoba,Argentina
VICOA,L,AR,Victorica,La Pampa,Argentina
VIALE,E,AR,Viale,Entre Rios,Argentina
VHEMO,X,AR,Valle Hermoso,Cordoba,Argentina
TREVL,U,AR,Trevelin,Chubut,Argentina
TRNCS,T,AR,Trancas,Tucuman,Argentina
TORAS,S,AR,Totoras,Santa Fe,Argentina
TSADO,S,AR,Tostado,Santa Fe,Argentina
TIOGA,K,AR,Tinogasta,Catamarca,Argentina
TILSA,D,AR,Tilisarao,San Luis,Argentina
TILAR,Y,AR,Tilcara,Jujuy,Argentina
TANCH,X,AR,Tancacha,Cordoba,Argentina
TPOZO,H,AR,Taco Pozo,Chaco,Argentina
SUHOC,G,AR,Suncho Corral,Santiago del Estero,Argentina
SIMOC,T,AR,Simoca,Tucuman,Argentina
SGRND,R,AR,Sierra Grande,Rio Negro,Argentina
SENIA,Q,AR,Senillosa,Neuquen,Argentina
SATRE,S,AR,Sastre,Santa Fe,Argentina
SAMIE,U,AR,Sarmiento,Chubut,Argentina
SSYVA,H,AR,Santa Sylvina,Chaco,Argentina
STRRP,X,AR,Santa Rosa de Rio Primero,Cordoba,Argentina
SRCLT,X,AR,Santa Rosa de Calamuchita,Cordoba,Argentina
SCRIO,S,AR,San Cristobal,Santa Fe,Argentina
SCASC,S,AR,San Carlos Centro,Santa Fe,Argentina
SBERA,H,AR,San Bernardo,Chaco,Argentina
SBNIO,E,AR,San Benito,Entre Rios,Argentina
SATVF,J,AR,San Agustin de Valle Fertil,San Juan,Argentina
SAMCH,X,AR,Sampacho,Cordoba,Argentina
SALPD,X,AR,Salsipuedes,Cordoba,Argentina
ROLDN,S,AR,Roldan,Santa Fe,Argentina
RECRO,S,AR,Recreo,Santa Fe,Argentina
RELIC,L,AR,Realico,La Pampa,Argentina
ZASEE,5,AT,Zell am See,Salzburg,Austria
WLFRT,8,AT,Wolfurt,Vorarlberg,Austria
TLGAU,5,AT,Thalgau,Salzburg,Austria
TMSWG,5,AT,Tamsweg,Salzburg,Austria
STAWL,5,AT,Strasswalchen,Salzburg,Austria
SECAW,5,AT,Seekirchen am Wallersee,Salzburg,Austria
SAJIP,5,AT,Sankt Johann im Pongau,Salzburg,Austria
RANWE,8,AT,Rankweil,Vorarlberg,Austria
PINED,1,AT,Pinkafeld,Burgenland,Austria
OBRWA,1,AT,Oberwart,Burgenland,Austria
NELAS,1,AT,Neusiedl am See,Burgenland,Austria
NEZIG,8,AT,Nenzing,Vorarlberg,Austria
MITER,5,AT,Mittersill,Salzburg,Austria
MAERS,1,AT,Mattersburg,Burgenland,Austria
LOHAU,8,AT,Lochau,Vorarlberg,Austria
LAUTC,8,AT,Lauterach,Vorarlberg,Austria
KUCHL,5,AT,Kuchl,Salzburg,Austria
HORNZ,8,AT,Horbranz,Vorarlberg,Austria
HENMS,8,AT,Hohenems,Vorarlberg,Austria
HOCST,8,AT,Hochst,Vorarlberg,Austria
HRDYQ,8,AT,Hard,Vorarlberg,Austria
GRODI,5,AT,Grodig,Salzburg,Austria
GOZIS,8,AT,Gotzis,Vorarlberg,Austria
ESNTD,1,AT,Eisenstadt,Burgenland,Austria
BLUNZ,8,AT,Bludenz,Vorarlberg,Austria
BIHOE,5,AT,Bischofshofen,Salzburg,Austria
BEHIM,5,AT,Bergheim,Salzburg,Austria
